"","id","shareCount","playCount","commentCount","diggCount"
"501","6893028172024139009",56,81700,48,3337
"502","6884266018936573189",98,83500,181,7191
"503","6876645435625262338",13,26200,75,3965
"504","6876603307708665093",35,58000,250,8135
"505","6880750408302693637",19,70600,34,1590
"506","6882436135214238981",213,72100,513,21300
"507","6882769301615496450",2853,4100000,4522,558800
"508","6886265289206435074",0,4620,7,206
"509","6886060490687106306",69,1853,12,142
"510","6907997809094495494",212,68200,92,7742
"511","6880741941860928773",81,161100,319,26600
"512","6904778229526039813",58,83500,183,5594
"513","6905010590108978437",17,40200,93,4593
"514","6884340073693859074",110,60400,43,11700
"515","6882547868792524034",1,28100,12,499
"516","6880671806965959938",1146,192700,1238,23500
"517","6883082488101555462",28,61500,168,1693
"518","6880865616215952641",220,143000,64,12000
"519","6899861794760690945",87,113400,255,4774
"520","6878531534303857922",1,11300,12,1744
"521","6907614572048305409",107,394000,462,29900
"522","6903940573091187973",504,79500,276,15000
"523","6905849998680820993",725,102100,242,12700
"524","6881237651702254850",33,41200,10,1396
"525","6891048135716506886",860,152600,94,5979
"526","6887527163617201410",535,1000000,739,67200
"527","6888322901305478401",130,44400,118,2973
"528","6878665609870052610",24,58900,50,2802
"529","6882038951134137601",168,496800,503,60300
"530","6901322841849974017",34400,6700000,2976,590400
"531","6885779594901867777",280,147600,98,8013
"532","6893823598432226561",452,183300,155,23700
"533","6878282456382835973",14,89600,36,4703
"534","6908336148037274881",127,598200,338,88900
"535","6902512873109605634",74,212700,35,8232
"536","6902048025334615297",1283,76400,287,7222
"537","6904384164641000705",291,69700,107,1112
"538","6904726306047446274",74,42300,252,12600
"539","6900478499933408513",1103,292500,78,21700
"540","6897200586106752258",1059,161200,827,30700
"541","6904650067999821057",51500,7900000,4100,759200
"542","6904978624085069057",1809,154200,139,16000
"543","6889624721005006085",6,86500,34,1993
"544","6898642858484567297",166,251500,106,16400
"545","6886843424310414594",97,20200,192,379
"546","6892440916234210566",22,61700,118,9085
"547","6901458108372077826",65,58500,165,7986
"548","6899001802130197761",25,31300,68,1763
"549","6897397404421688578",8,6903,29,1374
"550","6906797341341224193",265,52800,30,5246
"551","6904037272048389378",1446,222000,2702,63600
"552","6904096377152785665",837,611100,2937,132900
"553","6887946160837790982",59,54500,231,9129
"554","6905060523184901381",5,52600,91,6319
"555","6881353341465611525",14,81300,130,9073
"556","6875436892226178305",245,155500,204,34100
"557","6899867641570135302",27,71000,36,3200
"558","6902096916776209665",103,230700,250,39200
"559","6889414816922930433",340,188400,356,26700
"560","6880501583231061249",0,977,5,307
"561","6907309069904776454",43,74000,436,8839
"562","6893846505656995073",82,436400,49,2906
"563","6877789463221947650",4447,634300,26,8348
"564","6893481053441281282",7,47700,19,3644
"565","6886450016785894658",1926,285700,195,12200
"566","6876369534018669825",88,46800,232,7045
"567","6904271117783928065",5,32800,76,6834
"568","6900256765527477506",28,34300,60,2384
"569","6899736406495677697",61,44600,297,1397
"570","6904736629454359813",66,62400,702,12400
"571","6905378500392324354",68,348600,142,19600
"572","6889818292337249538",159,47300,96,1535
"573","6883508337380478209",7,30300,43,2520
"574","6889521293306236161",320,129900,50,6276
"575","6892449418851716354",6,44600,26,937
"576","6896543335259933958",283,337000,181,28800
"577","6906565635371764993",13,322100,174,16700
"578","6905462755919269121",1219,1500000,1444,145200
"579","6890631109583867137",1417,186800,725,58000
"580","6906224943332068610",84,345200,321,17100
"581","6890568657986931970",769,246900,295,14400
"582","6908298047470472450",800,153100,297,22800
"583","6892735023372389634",2,49000,7,1806
"584","6891327911140314370",829,80500,206,4239
"585","6878404258367163654",1284,1100000,934,136200
"586","6899499316600147201",2232,190100,841,29500
"587","6906112097554271490",70,35400,74,2190
"588","6903990740993477894",117,113300,91,7940
"589","6891017445188848898",23,37500,78,4074
"590","6907570846215294210",220,71600,181,7216
"591","6896759523105672449",2,28600,55,1778
"592","6882348124120108289",1,12300,5,1401
"593","6907659902789897474",115,236000,490,57000
"594","6895042572994104581",226,125200,175,7281
"595","6887391026848320774",115,88800,334,8851
"596","6879844969687878914",19,56700,31,1016
"597","6901592880129805570",4285,311800,1191,13100
"598","6885582410579184897",47,43500,28,3355
"599","6895089837150440710",25,95000,520,16400
"600","6878834531911224577",26,30100,37,1650
"601","6906640842543418630",3,33700,16,3181
"602","6895072166828576001",20,47700,52,2940
"603","6886981950180003073",130,69900,62,4124
"604","6898523009406045445",101,64400,569,13300
"605","6877178763474423041",123,12100,263,1868
"606","6880848041792802053",337,78100,900,22000
"607","6901216725325384961",1,12800,32,1335
"608","6893175582482255109",269,85900,38,2395
"609","6880410980434660610",20000,50500000,12500,4100000
"610","6878259877353966850",162,145100,101,10600
"611","6907916640386813185",8,55600,13,1579
"612","6892345024227331330",270,165800,161,12100
"613","6886946250336324870",480,100500,100,7268
"614","6885675789090704641",1708,170100,740,18900
"615","6903898067490163969",51,194200,2104,23200
"616","6882831253519731970",1396,196100,262,22500
"617","6883841665841270017",2386,3100000,739,243400
"618","6902406836176162049",49,23400,135,3139
"619","6907344809195736326",231,64100,465,15700
"620","6900916467936529666",53,194600,6423,34900
"621","6881040494332366086",1097,558400,2325,76100
"622","6879086409496497410",29,215600,73,4194
"623","6899557108593773829",243,270600,902,46500
"624","6885654253826870530",54,58400,38,5534
"625","6884400510699343109",1901,1400000,973,106700
"626","6878791400289225985",7,211800,37,2397
"627","6895317957522541825",2541,420000,1006,22200
"628","6878138606205029634",3214,3400000,153,98100
"629","6893521307023969538",420,66100,131,8161
"630","6901356285833252098",74,31000,97,2308
"631","6876245387871587590",3008,462600,102,23200
"632","6881741305345592577",134,179900,43,9136
"633","6901026135119760642",457,267300,80,21800
"634","6900050539141270785",1021,1500000,2044,148800
"635","6876007447883042050",165,23300,19,2914
"636","6877251331145370881",1,32800,8,575
"637","6892582021672013061",74,122000,39,4823
"638","6895851157751680258",63,79200,239,9030
"639","6892685850996509953",6,9615,62,1671
"640","6890871255134752006",119,78700,84,8302
"641","6878751105589824770",256,85600,0,580
"642","6882153629034269957",8,88300,54,3055
"643","6890336478094773505",2305,301200,1941,79900
"644","6877747486451043590",215,123900,2186,32200
"645","6904798749290286341",4,24800,65,1504
"646","6891064220658502913",194,191400,290,1744
"647","6900396011722689793",103,70600,102,7064
"648","6888849748615367937",38,25400,29,1770
"649","6891284879233879298",39,5127,38,572
"650","6891256269898878209",0,10300,18,515
"651","6902555378651794690",6645,1100000,644,102000
"652","6907297390638714118",125,90000,142,15700
"653","6898394169249762562",14,38100,26,3402
"654","6906519148025629953",812,488800,489,46900
"655","6900563923892800769",543,87700,333,20200
"656","6906932916631129346",42,43600,11,657
"657","6893741937132604673",25,35000,48,2704
"658","6899108523091823874",29,259400,10,1269
"659","6876417380151479553",10900,2400000,5260,229800
"660","6901063021955681541",991,139900,148,5612
"661","6884947969469156609",124,2100000,678,89100
"662","6896571117419416834",7,157200,10,2471
"663","6882079709484649729",3902,1800000,522,51000
"664","6904651986059218178",51,35100,22,2163
"665","6902724999757532418",55500,3600000,0,161200
"666","6882854042016419074",51,51100,134,6931
"667","6892512401351085313",11600,2000000,3770,171700
"668","6882734270910188802",573,36900,38,2125
"669","6884777374508911874",481,188500,134,24000
"670","6905063271129287938",328,189700,115,13500
"671","6908391851418471682",239,226000,301,21200
"672","6899411373265063170",22,28700,63,2287
"673","6907540932682321153",4415,395100,780,30000
"674","6884114945026411778",976,1300000,200,39000
"675","6908143157616151813",21,79600,75,5023
"676","6890903823381056769",1008,530900,67,37000
"677","6899852150793358594",527,249400,50,15000
"678","6891455289002839301",148,184200,319,25100
"679","6884574278134582529",866,86200,64,6972
"680","6878715680728911106",56,35500,128,3412
"681","6903178284012522754",313,1200000,583,73300
"682","6906503615284808961",14,30100,354,4262
"683","6900196713852701954",70,72100,160,7187
"684","6881844264750353665",3311,434600,1083,86200
"685","6876827705950752005",5722,3900000,1887,127000
"686","6901719665584672005",21,248000,865,13000
"687","6886117069851479297",6,34900,27,2187
"688","6879192624402582790",21300,2200000,1344,311800
"689","6896980233421933829",190,54500,200,4310
"690","6879699550303538434",24,18700,27,1411
"691","6881636686606912770",5,19300,4,1257
"692","6893922308096937222",46,79600,60,8501
"693","6897011186349411586",30,56300,84,2031
"694","6906504850712907009",22,11000,29,2489
"695","6905464131097332997",4,34500,52,1443
"696","6904391764824608005",516,76600,168,13500
"697","6903934953705245954",97,26600,78,3067
"698","6907491921220947205",70,54800,114,5715
"699","6899884609530612993",57,62900,68,7436
"700","6883622094190497025",8,62700,41,5559
"701","6891424030172253442",643,254300,378,28000
"702","6879452591953153282",179,154600,970,48700
"703","6891434870057340162",132,42000,140,4141
"704","6876862444988402945",105,49600,64,6015
"705","6885246252078910722",87,3400000,52,11900
"706","6879769716567657730",1890,1200000,1501,83700
"707","6890571273110392065",110900,68700000,12200,5000000
"708","6906940104053476609",50,53500,33,14900
"709","6889412974012943618",5230,818700,372,15400
"710","6896965832933477638",2619,349800,1687,67400
"711","6907668397484559617",120,32600,183,2445
"712","6899729878560656641",223,30500,315,8243
"713","6900566632859585793",610,622700,1440,74300
"714","6901723835310116101",29,62000,549,5021
"715","6885293067562192130",173,169000,207,12300
"716","6906649897869659394",6108,218500,724,16700
"717","6904422505843363077",206,178400,488,28100
"718","6889521523833474305",1968,914000,300,50900
"719","6892711484695121153",287,172200,520,12800
"720","6904148139716955394",450,309300,417,40900
"721","6897699752469695745",28,78100,41,7407
"722","6899489414460837121",12,41800,25,2266
"723","6907971568165604610",164700,29900000,61200,3900000
"724","6905755896115236098",13,116600,56,4739
"725","6896497936558001410",1247,360800,419,35600
"726","6878796954650889473",539,152400,702,43400
"727","6878590867968380162",80,327900,156,33000
"728","6882735576160783617",559,747400,1252,48300
"729","6879809686552530178",269,170500,942,12000
"730","6904066579655396610",134,48600,185,2698
"731","6905139893425474818",27,38500,121,3373
"732","6888341759622008066",7,10100,50,1090
"733","6883948403730992386",2014,133100,52,9950
"734","6876130849683770625",0,61300,27,2992
"735","6902103334392450306",19,47900,27,2232
"736","6893536744218627330",201,53400,247,8284
"737","6892096873453145350",35,53600,390,5814
"738","6881250870374321414",18,81900,112,10000
"739","6899109657395219717",152,60700,231,11300
"740","6900701600440978694",78,65200,33,2428
"741","6883458545451388161",1,35900,18,893
"742","6882920923314326785",46,41600,91,3854
"743","6892201986381335810",66,36600,31,3260
"744","6901795238021696769",5317,1100000,6389,179600
"745","6902294648451075330",8,6046,14,168
"746","6879223075980741889",8,24900,58,2746
"747","6907211930755271942",53,66800,73,5715
"748","6895756274844077314",117,103300,238,8831
"749","6877981740690935041",10,465,0,13
"750","6888674709433535745",0,3637,3,570
"751","6892822437671570690",6805,1500000,5574,426100
"752","6903924035164376321",383,762500,1108,36100
"753","6904966483730894082",5,65700,18,2462
"754","6905408660185320706",533,75900,709,11500
"755","6880924024227040513",489,547700,7568,36700
"756","6901216792186785025",3338,1600000,4367,116200
"757","6897030279106530561",632,99500,133,12600
"758","6904236597529595138",22,40300,13,262
"759","6888809548895849734",55,95200,297,10200
"760","6898373135121321218",25,47200,78,3307
"761","6902725442260749570",12,127200,13,4193
"762","6901833660224326914",8,35800,68,700
"763","6896943341666127105",2596,974900,3254,76600
"764","6882388794671107330",5,76500,163,10900
"765","6897420741642390789",44,97100,37,2111
"766","6904692946486971649",27,142600,0,1475
"767","6889402787612937473",9,36000,60,1870
"768","6897699853720161542",152,194900,801,19000
"769","6878973704689175809",208,110300,59,2031
"770","6891751258835750146",32,662900,77,34500
"771","6875528457388903681",1,32000,2,890
"772","6904182931909004545",78,37500,77,4221
"773","6895048600355704070",156,75300,475,27400
"774","6894591131565247745",953,75800,69,5124
"775","6903190549960920321",464,80800,108,7418
"776","6904823810994818310",781,123400,70,13400
"777","6891318229881343234",161,140300,474,20300
"778","6875691073499352321",48,127900,141,7326
"779","6905110082913045762",262,54800,119,7207
"780","6879055195330858245",48,78500,169,6858
"781","6879703604249332993",5,25100,2,2018
"782","6880839179677256962",21,70600,12,5134
"783","6887869748458130690",62,3378,42,149
"784","6887581168858893569",4,13000,54,1593
"785","6890298155766697221",77,136100,75,9588
"786","6891240671357816065",15,134900,21,11900
"787","6900235731059494145",13,27900,7,1086
"788","6877869447999245569",514,332900,124,23200
"789","6877774951361875201",2,64700,22,9254
"790","6878710443926473986",14,155000,142,13800
"791","6889437057261866242",48,37700,19,738
"792","6896548159820926209",2,19800,4,1861
"793","6888059613158362369",11,56100,34,6682
"794","6883165648290139394",1,7090,8,1194
"795","6894039333100129537",26,32800,40,3576
"796","6895491816532069637",53,106200,89,6239
"797","6897270609915661569",26,70800,24,1882
"798","6899964626478320902",58,87400,476,11800
"799","6886904360207469825",40,47200,158,12600
"800","6895388317680946433",7,49000,3,208
"801","6904040351607147781",2179,694100,988,84500
"802","6907193077371309313",60,47400,171,3066
"803","6890591494126718210",0,71300,25,1620
"804","6898859679217143046",724,675400,256,71000
"805","6879407225769692418",131,79000,95,5479
"806","6878676626108992769",367,159000,170,21800
"807","6898452394418523398",459,723100,533,37100
"808","6893869437884091649",31,321400,199,46100
"809","6904396013923060994",317,190200,256,20500
"810","6902459846260559106",8,26900,27,2029
"811","6890655206644747522",144,690100,117,28400
"812","6907670356887211265",785,289800,208,8042
"813","6877796349459336450",122,9247,15,1091
"814","6892072950648802561",0,484,2,22
"815","6895710777043455234",377,84100,224,4045
"816","6889105902234864901",16,74700,96,7226
"817","6901387960424484097",6206,889700,745,102800
"818","6907974329305156866",1313,294700,880,31100
"819","6907792796111981829",364,54000,126,10400
"820","6877473712652799234",36,59400,116,1283
"821","6905378711986801922",40,45500,80,3719
"822","6899418795987717377",20,36300,89,3090
"823","6905031739127713026",1,60300,36,3386
"824","6906126061696863489",44,68100,29,6729
"825","6883270499741273349",61,53900,215,12600
"826","6892131074093223170",8,19900,8,581
"827","6900178346919857410",118,29000,424,7320
"828","6901155395100806401",887,105700,171,23900
"829","6887605177591942405",268,117200,538,5574
"830","6904335595301080325",1642,346100,363,28500
"831","6895349449107754245",31,71500,83,9570
"832","6903703219923340550",82,114400,92,14600
"833","6896550572653120770",1,49600,13,837
"834","6880239600590212353",24,11900,80,2129
"835","6878719985535962369",7,25800,14,1319
"836","6884399255302245633",66,24800,22,1428
"837","6875739742340762885",147,209700,304,9469
"838","6897328348192656641",9,46100,38,1493
"839","6908401262065143045",1,34500,27,646
"840","6891776298784509185",260,97000,232,14600
"841","6882043160806116609",830,73700,157,11700
"842","6889712383049108737",2,5377,2,93
"843","6876857501397159170",3,52100,19,587
"844","6891701560221404417",11,36900,160,3142
"845","6903574645899939074",29,208900,77,14400
"846","6907365817118166278",63,78000,100,9021
"847","6898194233778261250",38,46700,66,3919
"848","6895357815066529026",2900,1500000,1640,161500
"849","6907943881829059841",13400,37900000,18600,4000000
"850","6891693185693797634",669,71500,68,3860
"851","6896474585798053121",220,7400000,227,102700
"852","6902476909045615877",2227,262600,1280,37200
"853","6891747931905330433",44,39200,42,1885
"854","6901995461238934785",76,212500,286,16400
"855","6896895803676200198",96,65300,13,3257
"856","6889807558618418433",13200,1600000,2361,190100
"857","6906077607750618369",148,44000,89,1371
"858","6903157559578987777",23,47400,50,5320
"859","6885726005357530370",416,106800,17,1515
"860","6894050180300131585",27,35100,24,2157
"861","6906514521582570753",225,189100,78,17000
"862","6902941615376157954",1500,360000,248,30600
"863","6880928709956635909",77,86600,203,9881
"864","6897535476454952194",3,60900,35,6667
"865","6896176955624918274",142,101800,244,4208
"866","6906416223785864450",432,109800,77,7961
"867","6898022622110436609",26,47100,7,3440
"868","6886298413885918465",41,45000,60,3205
"869","6891713222534089985",2114,252600,284,13800
"870","6892701445603298561",1811,441300,278,29900
"871","6893875244742741253",733,147500,182,14100
"872","6884646106970590470",20,139400,79,30200
"873","6891641815447932166",1799,170700,713,45900
"874","6883011295763860738",78,32000,60,4053
"875","6907187437986958593",5894,611900,1715,73000
"876","6891908639829937410",39,47400,90,4218
"877","6886033905531538689",305,163100,833,31100
"878","6882438480786459906",10,76800,10,1373
"879","6896172646669552897",20,25200,108,4024
"880","6881297980456996097",35,9725,16,1125
"881","6898451979207478533",13,50000,35,4854
"882","6896784100976315650",28,26800,221,7270
"883","6880259329434324226",94,513000,221,126300
"884","6877149710428245249",0,16400,5,826
"885","6885791166248340737",2,33600,36,617
"886","6880134891753852162",20,27500,15,640
"887","6899128133430037765",51,61100,318,6289
"888","6879476802050460934",4888,1500000,2003,309900
"889","6901276629268581633",370,494800,214,15500
"890","6904743507693554950",2315,224900,1152,35400
"891","6884287238138645761",6,65800,11,513
"892","6905490815309729025",112,94200,117,11000
"893","6887458979954347266",2245,173900,42,19000
"894","6884868479267147010",13,46000,70,3832
"895","6899737900120935681",44,44500,5,1698
"896","6891908752539274497",533,254800,5659,74700
"897","6899141975178480898",94,114000,68,4386
"898","6908342087528254722",105,104400,119,9588
"899","6894316591450705154",76,78800,119,12100
"900","6903974884154608897",10,32300,6,1089
"901","6877606750900538626",387,1700000,424,67300
"902","6899346784921849090",3468,2100000,2352,219100
"903","6886527878100438273",17,84200,146,19000
"904","6908311912941931777",900,198300,730,32500
"905","6904610600870038786",9,49600,861,9303
"906","6905326071026109697",6,35900,16,798
"907","6882738915724233985",94,46000,65,1246
"908","6883331225197563141",186,379400,595,56800
"909","6878961920859262210",26,149500,150,19600
"910","6908460695461891329",70,22500,80,1106
"911","6875373441432816898",71,64800,161,9387
"912","6908353046783347969",97,659700,351,54200
"913","6880527115037478145",127,62100,313,12400
"914","6881793753036721414",19,68200,110,4947
"915","6887596160656215298",289,50100,358,7993
"916","6880493048011263233",15,166500,250,5624
"917","6905961818062114054",476,70900,256,20400
"918","6902436491536944386",4,43500,86,5812
"919","6903188918078852354",20,63800,184,5611
"920","6893906975730584833",439,734700,751,112800
"921","6898062975186242817",17,45200,392,4736
"922","6885276983870196994",2421,1900000,709,104700
"923","6879902533876337925",60,139100,99,15100
"924","6906243777036389637",12,64300,33,12600
"925","6893596137022934274",31,51000,150,2584
"926","6904612666099305729",594,143700,173,33400
"927","6877219156186500354",41,584700,216,156800
"928","6893910918913117441",45,68100,294,11400
"929","6876156631651077381",386,821200,1314,157700
"930","6897625010668637441",123,103000,281,17800
"931","6880694458552175874",147,35700,31,2315
"932","6886291383246671109",206,136600,103,23000
"933","6879837374927490306",22,60800,14,4945
"934","6889517297606708482",7,25500,91,3573
"935","6879022410528541953",20,143000,491,11100
"936","6888483056588508417",78,25500,89,2021
"937","6905790048197758210",60800,4600000,11100,249800
"938","6878330292701121794",16100,5500000,4368,426700
"939","6891645928797703425",844,684200,1613,74300
"940","6898057246270328070",152,84100,455,5207
"941","6906884442728516865",3,34500,49,4328
"942","6899619652402449670",486,1100000,528,47300
"943","6889162600534330625",4128,805900,268,37900
"944","6883133559482191105",17,39700,16,2233
"945","6886618708731546886",18,105100,285,12800
"946","6876422232772578561",67,189800,77,18900
"947","6883928153727831297",8,45900,18,2444
"948","6894081763379924229",220100,250800000,625700,31000000
"949","6897931927257484545",2119,2800000,8129,271500
"950","6881337151901027586",9,79000,11,971
"951","6899706911059397893",10500,1500000,511,82200
"952","6904264506998951169",35,144100,53,9280
"953","6886331836444790018",38,86800,68,3603
"954","6897643701426752770",657,100800,527,20500
"955","6886192005270064386",758,383600,134,9490
"956","6903867852672077057",27,39900,32,3080
"957","6889539392105352450",30,24900,53,1846
"958","6902048470417378561",728,312600,994,36500
"959","6890518277752163585",439,40800,91,2932
"960","6880446332352367873",847,1100000,1133,150700
"961","6907950986871000322",1222,181200,602,12700
"962","6897185128322174209",18,89200,94,1620
"963","6898415159249816833",6,27200,12,937
"964","6884946806833188097",65,213400,271,19800
"965","6896449137420619009",41,51800,39,3542
"966","6905409625726766341",65,112100,1049,9403
"967","6888486575005617409",1,15300,12,499
"968","6879439037619342598",168,99900,354,22500
"969","6877411003160694017",1,27800,7,1759
"970","6888826582786395394",56,67000,88,4053
"971","6891183356097187074",81,51700,135,5508
"972","6884981166659751169",4,8766,8,586
"973","6904238654751870209",4533,2500000,668,28000
"974","6887562050265025794",362,162900,141,12300
"975","6881428016275197186",91,45900,58,5325
"976","6886464165549001986",28,49100,115,3324
"977","6886763008966577410",8,74500,15,1794
"978","6888722307603336453",20,73300,184,6101
"979","6879222014880664833",14,30100,63,1100
"980","6885565252151315718",2,71400,59,7207
"981","6884352491505388801",183,52400,93,9288
"982","6885540773987667205",100,127500,148,13600
"983","6875405441472498949",58,118700,65,9630
"984","6892107260181499137",128,85500,75,12900
"985","6890302116246637825",60,893900,143,205500
"986","6905298511470890241",2,33700,55,1287
"987","6902823504383659266",11,81600,42,651
"988","6887443398446550273",32,124400,47,3716
"989","6899104646543969537",7,42300,75,2164
"990","6906137577003175169",28,36700,70,2098
"991","6882395409973660930",58000,9200000,6459,499600
"992","6899113568092949761",1703,1200000,2694,214700
"993","6883180152164011265",748,433100,657,25100
"994","6886223121397894405",112,119600,106,5500
"995","6879000638458449153",1,3313,18,218
"996","6877191692341054721",152,129300,111,13300
"997","6908069845825359109",223,80700,321,12200
"998","6883484287434378497",3392,449300,668,26600
"999","6898721943978036481",111,72200,274,10000
"1000","6899116261746281730",235,309000,874,58900
